-DOCSTART- -X- O O
,	O
color	O
,	O
religion	O
,	O
gender	O
,	O
gender	O
identity	O
or	O
expression	O
,	O
sexual	O
orientation	O
,	O
national	O
origin	O
,	O
genetics	O
,	O
disability	O
,	O
age	O
,	O
or	O
veteran	O
status	O
.	O
IBM	O
is	O
also	O
committed	O
to	O
compliance	O
with	O
all	O
fair	O
employment	O
practices	O
regarding	O
citizenship	O
and	O
immigration	O
status	O
.	O
.	O
-DOCSTART- -X- O O
Flexibility	O
to	O
work	O
in	O
an	O
Agile	B-SKILLS
or	O
Iterative	O
development	O
model	O
Knowledge	O
,	O
skills	B-SKILLS
,	O
training	B-SKILLS
and	O
experience	O
in	O
software	B-SKILLS
-	I-SKILLS
intensive	I-SKILLS
systems	I-SKILLS
;	O
Knowledge	O
,	O
skills	B-SKILLS
,	O
training	B-SKILLS
,	O
and	O
experience	O
in	O
software	B-SKILLS
requirements	I-SKILLS
and	O
design	B-SKILLS
engineering	O
skills	B-SKILLS
using	O
a	O
well	O
-	O
defined	O
disciplined	O
engineering	O
process	O
or	O
methodology	O
;	O
Familiarity	O
with	O
Microsoft	O
Office	O
or	O
other	O
office	O
automation	O
/	O
productivity	O
software	O
tools	O
;	O
Experience	O
with	O
modeling	B-SKILLS
tools	I-SKILLS
is	O
highly	O
recommended	O
;	O
Excellent	O
oral	B-SKILLS
and	O
written	B-SKILLS
communication	I-SKILLS
skills	B-SKILLS
;	O
Experience	O
with	O
customer	O
interaction	O
;	O
Experience	O
in	O
Healthcare	B-SKILLS
Information	I-SKILLS
Systems	I-SKILLS
,	O
Electronic	B-SKILLS
Medical	O
Records	B-SKILLS
,	O
Practice	B-SKILLS
Management	I-SKILLS
,	O
HL7	O
,	O
ANSI	O
Standards	O
837/835/277/276/270/271	O
Experience	O
with	O
DICOM	O
is	O
an	O
asset	O
Experience	O
with	O
imaging	O
workflow	O
is	O
an	O
asset	O
Design	B-SKILLS
pattern	O
experience	O
a	O
plus	O
Preferred	O
Tech	B-SKILLS
and	O
Prof	B-SKILLS
Experience	O
An	O
undergraduate	B-DIPLOMA
degree	O
or	O
better	O
in	O
computer	B-DIPLOMA_MAJOR
science	I-DIPLOMA_MAJOR
or	O
equivalent	O
discipline	O
or	O
equivalent	O
level	O
of	O
industry	O
related	O
experience	O
;	O
3	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
related	O
experience	O
in	O
software	B-SKILLS
development	I-SKILLS
.	O
EO	O
Statement	O
IBM	O
is	O
committed	O
to	O
creating	O
a	O
diverse	O
environment	O
and	O
is	O
proud	O
to	O
be	O
an	O
equal	O
opportunity	O
employer	O
.	O
All	O
qualified	O
applicants	O
will	O
receive	O
consideration	O
for	O
employment	O
without	O
regard	O
to	O
race	O
,	O
color	O
,	O
religion	O
,	O
gender	O
,	O
gender	O
identity	O
or	O
expression	O
,	O
sexual	O
orientation	O
,	O
national	O
origin	O
,	O
genetics	O
,	O
disability	O
,	O
age	O
,	O
or	O
veteran	O
status	O
.	O
IBM	O
is	O
also	O
committed	O
to	O
compliance	O
with	O
all	O
fair	O
employment	O
practices	O
regarding	O
citizenship	O
and	O
immigration	O
status	O
.	O
.	O
-DOCSTART- -X- O O
Education	B-SKILLS
&	O
Experience	O
Requirements	O
:	O
3	B-EXPERIENCE
to	I-EXPERIENCE
6	I-EXPERIENCE
years	I-EXPERIENCE
Capacity	B-SKILLS
Planning	I-SKILLS
and	O
Supply	B-SKILLS
planning	I-SKILLS
experience	O
(	O
i.e.	B-SKILLS
,	O
supply	B-SKILLS
-	I-SKILLS
demand	I-SKILLS
balancing	I-SKILLS
,	O
constrained	O
supply	B-SKILLS
planning	I-SKILLS
)	O
.	O
BS	B-DIPLOMA
degree	O
in	O
Engineering	B-DIPLOMA_MAJOR
,	O
Operations	B-DIPLOMA_MAJOR
,	O
Business	B-DIPLOMA_MAJOR
,	O
or	O
other	O
related	O
quantitative	O
disciplines	O
Preferred	O
:	O
Strong	O
aptitude	O
for	O
analytic	O
thinking	O
and	O
solution	O
development	O
.	O
Strong	O
problem	B-SKILLS
solving	I-SKILLS
and	O
negotiation	O
skills	O
.	O
Experience	O
in	O
Sales	B-SKILLS
&	I-SKILLS
Operations	I-SKILLS
Planning	I-SKILLS
and	O
processes	B-SKILLS
preferred	O
Familiarity	O
with	O
forecasting	O
and	O
statistical	B-SKILLS
concepts	I-SKILLS
.	O
Proven	O
capabilities	O
to	O
drive	O
positive	O
business	B-SKILLS
results	O
through	O
cross	O
-	O
group	O
collaboration	B-SKILLS
and	O
partnerships	O
.	O
Excellent	O
communicator	B-SKILLS
(	O
written	B-SKILLS
and	O
verbal	B-SKILLS
)	O
with	O
ability	O
to	O
create	B-SKILLS
and	O
deliver	O
executive	O
friendly	O
communications	O
on	O
complex	B-SKILLS
product	I-SKILLS
,	O
business	B-SKILLS
,	O
and	O
supply	B-SKILLS
chain	I-SKILLS
topics	I-SKILLS
.	O
Ability	O
to	O
interact	B-SKILLS
with	O
diverse	O
technical	O
and	O
non	O
-	O
technical	O
groups	O
spanning	O
all	O
organizational	O
levels	O
.	O
Ability	O
to	O
deliver	O
results	O
in	O
an	O
ambiguous	O
and	O
evolving	B-SKILLS
business	I-SKILLS
environment	O
.	O
Ability	O
to	O
meet	O
Microsoft	O
,	O
customer	O
and/or	O
government	O
security	O
screening	O
requirements	O
are	O
required	O
for	O
this	O
role	O
.	O
These	O
requirements	O
include	O
,	O
but	O
are	O
not	O
limited	O
to	O
the	O
following	O
specialized	O
security	O
screenings	O
:	O
Microsoft	O
Cloud	O
Background	O
Check	O
:	O
This	O
position	O
will	O
be	O
required	O
to	O
pass	O
the	O
Microsoft	O
Cloud	O
Background	O
Check	O
upon	O
hire	O
/	O
transfer	O
and	O
every	O
two	O
years	O
thereafter	O
.	O
-DOCSTART- -X- O O
3	B-EXPERIENCE
-	I-EXPERIENCE
5	I-EXPERIENCE
years	I-EXPERIENCE
of	O
experience	O
with	O
integration	B-SKILLS
product	O
development	B-SKILLS
and	O
integration	B-SKILLS
.	O
Proven	O
experience	O
in	O
Java	B-SKILLS
,	O
XML	B-SKILLS
,	O
XSLT	B-SKILLS
,	O
Javascript	B-SKILLS
,	O
J2EE	B-SKILLS
,	O
Oracle	B-SKILLS
/	O
DB2	O
,	O
Websphere	B-SKILLS
/	O
Weblogic	B-SKILLS
,	O
Struts	B-SKILLS
,	O
MQ	B-SKILLS
Complex	B-SKILLS
designs	I-SKILLS
and	O
development	B-SKILLS
.	O
ProvenExperience	B-SKILLS
in	O
JavaScript	B-SKILLS
based	O
UI	B-SKILLS
development	I-SKILLS
including	O
Dojo	B-SKILLS
,	O
JQuery	B-SKILLS
,	O
Angular	B-SKILLS
and	O
Node	B-SKILLS
JS	I-SKILLS
.	O
Experience	O
in	O
Docker	B-SKILLS
,	O
Jenkins	B-SKILLS
,	O
Git	B-SKILLS
,	O
Jira	B-SKILLS
,	O
JUnit	B-SKILLS
.	O
Fundamentals	O
in	O
algorithm	O
design	B-SKILLS
,	O
problem	B-SKILLS
solving	I-SKILLS
,	O
and	O
complexity	B-SKILLS
analysis	I-SKILLS
Knowledge	O
/	O
Experience	O
of	O
full	B-SKILLS
software	I-SKILLS
development	I-SKILLS
process	I-SKILLS
,	O
including	O
coding	B-SKILLS
standards	O
,	O
code	B-SKILLS
reviews	I-SKILLS
,	O
source	O
control	B-SKILLS
management	I-SKILLS
,	O
build	B-SKILLS
processes	I-SKILLS
,	O
testing	B-SKILLS
,	O
and	O
operations	B-SKILLS
Preferred	O
Tech	B-SKILLS
and	O
Prof	B-SKILLS
Experience	O
Proven	O
ability	O
to	O
work	O
effectively	O
in	O
a	O
multi	O
-	O
functional	O
team	O
B2B	O
Domain	O
experience	O
with	O
various	O
standards	O
such	O
as	O
AS2	O
,	O
RNIF	B-SKILLS
,	O
EBICS	B-SKILLS
,	O
SWIFT	B-SKILLS
(	O
will	O
be	O
an	O
added	O
advantage	O
)	O
EO	O
Statement	O
IBM	O
is	O
committed	O
to	O
creating	O
a	O
diverse	O
environment	O
and	O
is	O
proud	O
to	O
be	O
an	O
equal	O
opportunity	O
employer	O
.	O
All	O
qualified	O
applicants	O
will	O
receive	O
consideration	O
for	O
employment	O
without	O
regard	O
to	O
race	O
,	O
color	O
,	O
religion	O
,	O
gender	O
,	O
gender	O
identity	O
or	O
expression	O
,	O
sexual	O
orientation	O
,	O
national	O
origin	O
,	O
genetics	O
,	O
disability	O
,	O
age	O
,	O
or	O
veteran	O
status	O
.	O
IBM	O
is	O
also	O
committed	O
to	O
compliance	O
with	O
all	O
fair	O
employment	O
practices	O
regarding	O
citizenship	O
and	O
immigration	O
status	O
.	O
.	O
-DOCSTART- -X- O O
Must	O
obtain	O
work	O
authorization	O
in	O
country	O
of	O
employment	O
at	O
the	O
time	O
of	O
hire	O
,	O
and	O
maintain	O
ongoing	O
work	O
authorization	O
during	O
employment	O
Must	O
be	O
currently	O
enrolled	O
in	O
a	O
full	O
-	O
time	O
degree	O
program	O
and	O
returning	O
to	O
the	O
program	O
after	O
the	O
completion	O
of	O
the	O
internship	O
/	O
co	O
-	O
op	O
Pursuing	O
a	O
PhD	B-DIPLOMA
in	O
Acoustics	B-DIPLOMA_MAJOR
,	O
Mechanical	B-DIPLOMA_MAJOR
Engineering	I-DIPLOMA_MAJOR
,	O
Physics	B-DIPLOMA_MAJOR
,	O
or	O
related	O
STEM	B-DIPLOMA_MAJOR
fields	O
.	O
Currently	O
enrolled	O
in	O
a	O
full	O
time	O
degree	O
program	O
and	O
returning	O
to	O
the	O
program	O
after	O
the	O
completion	O
of	O
the	O
internship	O
.	O
Strong	O
interpersonal	O
skills	O
:	O
cross	O
-	O
group	O
and	O
cross	B-SKILLS
-	I-SKILLS
culture	I-SKILLS
collaboration	I-SKILLS
.	O
Able	O
to	O
obtain	O
work	O
authorization	O
in	O
the	O
U.S.	O
between	O
January	O
1	O
,	O
2019	O
and	O
December	O
31	O
,	O
2019	O
.	O
PREFERRED	O
Previous	O
internship	O
or	O
work	O
experience	O
in	O
audio	B-SKILLS
,	O
acoustics	B-SKILLS
,	O
or	O
related	O
field	O
.	O
Proven	O
track	O
record	O
of	O
research	B-SKILLS
publications	I-SKILLS
and	O
conference	B-SKILLS
presentations	I-SKILLS
.	O
Experience	O
with	O
experiment	B-SKILLS
design	I-SKILLS
,	O
data	B-SKILLS
collection	I-SKILLS
,	O
data	B-SKILLS
processing	I-SKILLS
and	O
visualization	B-SKILLS
.	O
Creativity	B-SKILLS
and	O
novel	B-SKILLS
problem	I-SKILLS
solving	I-SKILLS
capability	O
.	O
-DOCSTART- -X- O O
8	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
demonstrated	O
experience	O
in	O
designing	B-SKILLS
and	O
developing	B-SKILLS
enterprise	I-SKILLS
-	I-SKILLS
level	I-SKILLS
scale	I-SKILLS
services	I-SKILLS
/	I-SKILLS
solutions	I-SKILLS
.	O
3	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
leadership	B-SKILLS
and	I-SKILLS
people	I-SKILLS
management	I-SKILLS
experience	I-SKILLS
.	O
5	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
Agile	B-SKILLS
Experience	I-SKILLS
Bachelors	B-DIPLOMA
degree	O
in	O
Computer	B-DIPLOMA_MAJOR
Science	I-DIPLOMA_MAJOR
or	O
Engineering	O
,	O
or	O
a	O
related	O
field	O
,	O
or	O
equivalent	O
alternative	O
education	O
,	O
skills	O
,	O
and/or	O
practical	O
experience	O
Other	O
5	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
full	B-SKILLS
-	I-SKILLS
stack	I-SKILLS
software	I-SKILLS
development	I-SKILLS
experience	O
to	O
include	O
C	B-SKILLS
#	I-SKILLS
(	O
or	O
similar	O
)	O
experience	O
with	O
the	O
ability	O
to	O
contribute	O
to	O
technical	O
architecture	O
across	O
web	O
,	O
mobile	O
,	O
middle	O
tier	O
,	O
data	O
pipeline	O
and	O
storage	O
components	O
.	O
5	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
experience	O
delivering	B-SKILLS
scalable	I-SKILLS
and	I-SKILLS
resilient	I-SKILLS
services	I-SKILLS
at	O
large	O
enterprise	O
scale	O
,	O
including	O
experience	O
in	O
data	B-SKILLS
platforms	I-SKILLS
including	O
large	B-SKILLS
-	I-SKILLS
scale	I-SKILLS
analytics	I-SKILLS
on	I-SKILLS
relational	I-SKILLS
,	I-SKILLS
structured	I-SKILLS
and	I-SKILLS
unstructured	I-SKILLS
data	I-SKILLS
.	O
3	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
experience	O
as	O
a	O
SWE	B-SKILLS
/	I-SKILLS
Dev	I-SKILLS
/	I-SKILLS
Technical	I-SKILLS
lead	O
in	O
an	O
agile	O
environment	O
including	O
1	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
experience	O
operating	O
in	O
a	O
DevOps	B-SKILLS
model	O
.	O
2	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
experience	O
designing	B-SKILLS
secure	O
,	O
scalable	O
and	O
cost	O
-	O
efficient	O
PaaS	B-SKILLS
services	I-SKILLS
on	O
the	O
Microsoft	B-SKILLS
Azure	I-SKILLS
(	O
or	O
similar	O
)	O
platform	O
.	O
Expert	O
understanding	O
of	O
web	B-SKILLS
services	I-SKILLS
and	O
site	B-SKILLS
technologies	I-SKILLS
(	O
for	O
example	O
,	O
REST	B-SKILLS
APIs	I-SKILLS
,	O
HTML	B-SKILLS
,	O
CSS	B-SKILLS
,	O
JavaScript	B-SKILLS
,	O
JSON	B-SKILLS
etc	O
.	O
)	O
Strong	O
Architecture	B-SKILLS
skills	I-SKILLS
,	O
and	O
practical	B-SKILLS
implementation	I-SKILLS
experience	O
of	O
design	B-SKILLS
patterns	I-SKILLS
.	O
Strong	O
partnership	B-SKILLS
,	O
communication	B-SKILLS
,	O
and	O
cross	B-SKILLS
-	I-SKILLS
group	I-SKILLS
collaboration	I-SKILLS
skills	O
.	O
Demonstrated	O
ability	O
to	O
impact	B-SKILLS
/	I-SKILLS
influence	I-SKILLS
engineering	I-SKILLS
and	O
project	O
teams	O
Experience	O
shaping	O
a	O
DevOps	B-SKILLS
culture	O
with	O
a	O
vision	B-SKILLS
for	O
building	O
and	O
nurturing	O
an	O
innovative	B-SKILLS
culture	I-SKILLS
while	O
maintaining	B-SKILLS
a	I-SKILLS
Live	I-SKILLS
Site	I-SKILLS
focus	I-SKILLS
.	O
Desired	O
Expert	O
understanding	O
of	O
Engineering	O
Excellence	O
processes	B-SKILLS
and	O
requirements	O
Expertise	O
and	O
knowledge	O
in	O
modern	B-SKILLS
engineering	I-SKILLS
practices	I-SKILLS
(	O
Continuous	B-SKILLS
Integration	I-SKILLS
,	O
TDD	B-SKILLS
,	O
automated	B-SKILLS
deployments	I-SKILLS
with	O
integrated	B-SKILLS
quality	I-SKILLS
gates	I-SKILLS
)	O
Solid	O
object	B-SKILLS
-	I-SKILLS
oriented	I-SKILLS
design	I-SKILLS
,	O
critical	B-SKILLS
thinking	I-SKILLS
,	O
software	B-SKILLS
debugging	I-SKILLS
and	O
problem	B-SKILLS
-	I-SKILLS
solving	I-SKILLS
skills	O
.	O
Proven	O
ability	O
to	O
quickly	O
learn	B-SKILLS
new	I-SKILLS
technologies	I-SKILLS
and	O
efficiently	O
collaborate	B-SKILLS
with	O
partners	O
to	O
deliver	O
outstanding	O
results	O
.	O
Attention	B-SKILLS
to	I-SKILLS
details	I-SKILLS
and	O
passion	O
for	O
high	O
quality	O
software	O
.	O
Experience	O
with	O
microservices	B-SKILLS
,	O
serverless	B-SKILLS
architectures	I-SKILLS
Experience	O
in	O
NoSQL	B-SKILLS
data	B-SKILLS
storage	I-SKILLS
systems	I-SKILLS
and	O
patterns	B-SKILLS
(	O
for	O
example	O
Azure	B-SKILLS
Tables	I-SKILLS
,	O
CosmosDB	B-SKILLS
)	O
Experience	O
with	O
data	B-SKILLS
modeling	I-SKILLS
Experience	O
with	O
newer	O
technologies	O
like	O
AngularJS	B-SKILLS
,	O
Cordova	B-SKILLS
,	O
and	O
ReactJS	B-SKILLS
a	O
plus	O
#	O
CFE	B-SKILLS
#	O
CSEO	B-SKILLS
-DOCSTART- -X- O O
Required	O
:	O
Bachelors	B-DIPLOMA
degree	O
in	O
Computer	B-DIPLOMA_MAJOR
Science	I-DIPLOMA_MAJOR
or	O
related	O
field	O
,	O
or	O
equivalent	O
industry	O
experience	O
5	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
experience	O
delivering	B-SKILLS
solutions	I-SKILLS
and	O
support	B-SKILLS
to	O
enterprise	O
customers	O
2	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
experience	O
managing	B-SKILLS
and	O
leading	B-SKILLS
highly	I-SKILLS
technical	I-SKILLS
teams	I-SKILLS
in	O
a	O
fast	O
-	O
paced	O
environment	O
.	O
Demonstrated	O
hands	O
-	O
on	O
experience	O
on	O
one	O
or	O
more	O
of	O
the	O
Dynamics	B-SKILLS
365	I-SKILLS
products	O
e.g.	O
Dynamics	B-SKILLS
Customer	I-SKILLS
Engagement	I-SKILLS
(	O
CRM	B-SKILLS
)	O
,	O
Dynamics	B-SKILLS
Finance	I-SKILLS
&	I-SKILLS
Operations	I-SKILLS
(	O
ERP	B-SKILLS
)	O
Preferred	O
:	O
MBA	B-DIPLOMA
Understanding	O
of	O
cloud	B-SKILLS
computing	I-SKILLS
technologies	O
is	O
desired	O
-	O
Azure	B-SKILLS
Core	I-SKILLS
Platform	I-SKILLS
;	O
Data	B-SKILLS
Platform	I-SKILLS
:	O
SQL	B-SKILLS
,	O
Azure	B-SKILLS
DB	I-SKILLS
;	O
Application	B-SKILLS
development	I-SKILLS
&	I-SKILLS
debugging	I-SKILLS
experience	O
;	O
Power	B-SKILLS
BI	I-SKILLS
,	O
PowerApps	B-SKILLS
Strong	O
passion	O
and	O
focus	O
on	O
delivering	B-SKILLS
the	I-SKILLS
right	I-SKILLS
customer	I-SKILLS
experience	I-SKILLS
Demonstrated	O
ability	O
to	O
recruit	B-SKILLS
and	O
develop	B-SKILLS
global	O
teams	O
Ability	O
to	O
innovate	B-SKILLS
and	O
drive	B-SKILLS
change	I-SKILLS
Ability	O
to	O
build	B-SKILLS
a	I-SKILLS
deep	I-SKILLS
technical	I-SKILLS
relationship	I-SKILLS
with	O
internal	O
teams	O
and	O
customers	O
Microsoft	O
Cloud	O
Background	O
Check	O
:	O
This	O
position	O
will	O
be	O
required	O
to	O
pass	O
the	O
Microsoft	O
Cloud	O
background	O
check	O
upon	O
hire	O
/	O
transfer	O
and	O
every	O
two	O
years	O
thereafter	O
.	O
Leave	O
this	O
section	O
at	O
the	O
bottom	O
:	O
-DOCSTART- -X- O O
5	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
development	O
experience	O
with	O
Python	B-SKILLS
and	O
Go	B-SKILLS
or	O
C++	B-SKILLS
A	O
proven	O
track	O
record	O
of	O
performing	O
on	O
a	O
winning	O
team	O
with	O
a	O
demonstration	O
of	O
bringing	B-SKILLS
products	I-SKILLS
and	I-SKILLS
services	I-SKILLS
to	I-SKILLS
market	I-SKILLS
.	O
A	O
proven	O
track	O
record	O
of	O
system	B-SKILLS
software	I-SKILLS
development	I-SKILLS
.	O
A	O
proven	O
track	O
record	O
of	O
developing	O
software	O
for	O
extremely	O
large	O
scale	O
,	O
distributed	O
environments	O
.	O
A	O
deep	O
understanding	O
of	O
complex	B-SKILLS
system	I-SKILLS
integration	I-SKILLS
and	O
methodologies	B-SKILLS
for	O
proving	O
the	O
correct	O
operation	O
under	O
nominal	O
and	O
faulted	O
conditions	O
of	O
a	O
hyperscale	O
cloud	O
environment	O
.	O
A	O
deep	O
understanding	O
of	O
developing	O
for	O
high	O
availability	O
and	O
its	O
inherent	O
problems	O
.	O
A	O
deep	O
understanding	O
of	O
containers	B-SKILLS
and	O
container	B-SKILLS
clusters	I-SKILLS
such	O
as	O
kubernetes	B-SKILLS
.	O
A	O
deep	O
understanding	O
of	O
virtual	B-SKILLS
machine	I-SKILLS
environment	O
including	O
VMware	B-SKILLS
,	O
KVM	B-SKILLS
,	O
or	O
Xen	B-SKILLS
.	O
Understanding	O
of	O
Open	B-SKILLS
Systems	I-SKILLS
Interconnection	I-SKILLS
Reference	O
Model	B-SKILLS
(	O
OSI	B-SKILLS
-	I-SKILLS
RM	I-SKILLS
)	O
,	O
the	O
TCP	B-SKILLS
/	I-SKILLS
IP	I-SKILLS
stack	I-SKILLS
,	O
and	O
development	B-SKILLS
experience	O
in	O
L2	B-SKILLS
,	O
L3	B-SKILLS
,	O
L4	B-SKILLS
.	O
Preferred	O
Tech	B-SKILLS
and	O
Prof	B-SKILLS
Experience	O
Familiarity	O
with	O
networking	B-SKILLS
protocols	I-SKILLS
which	O
might	O
include	O
:	O
BGP	B-SKILLS
